ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0
3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0
8.099124189298397,224.23625939355776,19909.541732292397,9.275883602694089,,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0
8.316765884214679,214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0
9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0
5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0
10.223862164528772,248.07173527013992,28749.716543528237,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0
8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0
,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0
11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0
7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0
7.119824384264552,156.70499334039215,18730.813653342717,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0
,150.1749233951362,27331.36196192776,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0
7.49623220797336,205.34498215818516,28388.00488673697,5.072557773840631,,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0
6.347271760539316,186.73288066057611,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0
7.051785800016845,211.04940606054575,30980.600786788866,10.094796011661426,,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0
9.181560007151536,273.81380665980095,24041.32628006128,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0
8.975464347533963,279.3571667700924,19460.398131232112,6.204320858892474,,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0
7.371050302429531,214.49661045715655,25630.320036999725,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0
,227.435048351156,22305.56741374141,10.33391788821868,,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0
6.660212026118103,168.28374685651832,30944.363591242687,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0
,215.97785868806776,17107.224225827616,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0
3.902475685915096,196.9032467083208,21167.50009896877,6.996311586298768,,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0
5.400301780729467,140.7390622511396,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0
6.514415093251676,198.7673512594561,21218.702871190195,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0
3.4450618643852127,207.92626018799376,33424.7686784948,8.782147480773485,384.0070058017212,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0
,145.76818060217258,13224.935638976958,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0
,266.4210180681174,26362.965012309312,7.700063469729127,395.3894903418456,364.48010670373776,10.34895075743782,53.00838135392041,3.9915642477993063,0
,148.15306144508662,15193.41347396722,9.04683270725723,307.01179262256534,563.8047433250861,16.56865556799744,52.67618503420983,6.0381849531835865,0
7.181448580829175,209.62560053629045,15196.229987483845,5.994678646449973,338.3364310774872,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0
9.82548990813439,190.7566182870043,19677.892465552013,6.757540731413941,,452.8362348772383,16.8990378000164,47.08197118577765,2.857472426051184,0
10.43329098280438,117.79122955039698,22326.89204571865,8.161504810728331,307.70750861182404,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726,0
7.414148196336244,235.04453448737107,32555.85253707369,6.845952023844903,387.1753164773568,411.983364167012,10.2448150683598,44.48929725226032,3.160624468232638,0
,232.2804520235321,14787.206264858174,5.474914831733126,,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0
5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.7483793248687,10.96648615295345,49.23823132273568,3.9020887676437535,0
3.641629777473381,183.9087222618269,24752.072459755404,5.538314133481364,286.0595560492713,456.8600959410411,9.03406675271333,73.5946567566564,3.464353035155024,0
5.618064405909149,304.23591211231667,17281.97516841161,6.101083505101921,,399.47156628109417,12.2650015775136,81.58899245649904,2.8965469413044738,0
,143.45373131192335,19942.27321818484,5.89075458310612,,427.1306714819022,22.46989198835695,53.12409421895881,2.90756391519334,0
9.267187530763549,198.614394719096,24683.723566029654,6.110612421393192,328.0775332014693,396.8769490579176,16.471969353155146,30.383314574642014,4.324004645618281,0
,233.8589956912124,11703.923907047854,4.599387943421727,309.03932035276006,349.3996325323045,18.33889254980602,42.67746528271937,3.510004044590529,0
5.331940479018537,194.87406544579957,16658.876503163574,7.993829562375316,316.6751618281669,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0
7.145771545218821,238.68992851166007,28780.340431632725,6.81402870120907,385.9756504867898,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226,0
9.920691058768153,202.8174830014264,9973.934059208535,6.882248306781502,337.35052910963714,333.19246993768064,23.917601261274967,71.833623959766,4.69070723013249,0
4.758439424671477,183.3494541059977,21568.428779035887,4.731348984614181,,403.9441682092025,18.66822945752125,66.91240003430596,4.542801461749175,0
5.702925976824722,216.8504738726152,35606.44017680798,7.1843510891688,,504.63826042575033,16.140790019197993,77.53618351780308,4.137739016206605,0
6.953864225511059,209.6382929790206,10575.18628088936,4.462707246137983,315.60659440039234,391.1843150860056,13.28533391608596,87.39088897956339,3.195710328196264,0
10.68296642580598,173.3754983501208,15758.740621388915,5.570783575394459,307.35258576592696,323.8079132465807,10.0908697516698,78.47278445385454,3.999775381550061,0
,129.89057234567383,34415.853145873094,6.321928990361139,304.5352242338838,470.3291685421987,18.59940992382127,72.40363386888095,4.40558600033858,0
